"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"WINAQ"	"UNE"	"VALOR"	"UNIONISTA"	"FCN_NACION"	"VIVA"	"PPT"	"UCN"	"CONVERGENCIA"	"EG"	"CREO"	"SEMILLA"	"FUERZA"	"PC"	"PODEMOS"	"BIEN"	"LIBRE"	"URNG_MAIZ"	"VICTORIA"	"UNIDOS"	"PHG"	"PAN"	"AVANZA"	"MLP"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"2770"	"3"	"1"	"8"	"2"	"222"	"10"	"29"	"14"	"7"	"12"	"0"	"3"	"23"	"3"	"1"	"2"	"4"	"4"	"9"	"3"	"1"	"3"	"8"	"0"	"6"	"20"	"0"	"12"	"11"	"3"	"3"	"0"	"0"	"0"	"0"	"191"	"191"	"20"	"5"	"6"	"216"	"216"	"1"	"0"
"2771"	"3"	"1"	"8"	"1"	"279"	"6"	"48"	"29"	"4"	"11"	"3"	"1"	"33"	"1"	"1"	"5"	"0"	"6"	"11"	"5"	"0"	"3"	"11"	"3"	"4"	"27"	"1"	"2"	"2"	"2"	"5"	"0"	"0"	"0"	"0"	"244"	"224"	"1"	"5"	"29"	"250"	"230"	"0"	"0"
"2772"	"3"	"1"	"8"	"2"	"255"	"10"	"37"	"31"	"5"	"10"	"3"	"0"	"24"	"3"	"8"	"8"	"2"	"7"	"12"	"3"	"0"	"3"	"10"	"1"	"5"	"17"	"0"	"16"	"3"	"2"	"8"	"0"	"0"	"0"	"0"	"228"	"228"	"22"	"5"	"0"	"255"	"255"	"1"	"0"
"2773"	"3"	"1"	"8"	"2"	"122"	"7"	"19"	"7"	"5"	"4"	"0"	"0"	"14"	"1"	"1"	"1"	"0"	"6"	"5"	"3"	"2"	"0"	"4"	"1"	"1"	"6"	"0"	"5"	"7"	"2"	"2"	"0"	"0"	"0"	"0"	"103"	"103"	"14"	"4"	"0"	"121"	"121"	"1"	"1"
"2774"	"3"	"1"	"8"	"2"	"99"	"3"	"22"	"7"	"6"	"5"	"1"	"1"	"8"	"0"	"1"	"1"	"1"	"5"	"9"	"1"	"0"	"0"	"3"	"1"	"3"	"3"	"0"	"4"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"87"	"87"	"8"	"4"	"0"	"99"	"99"	"1"	"0"
"2775"	"3"	"1"	"8"	"2"	"400"	"9"	"20"	"11"	"10"	"8"	"1"	"6"	"25"	"1"	"5"	"2"	"5"	"8"	"15"	"0"	"1"	"1"	"4"	"3"	"8"	"39"	"0"	"7"	"6"	"1"	"7"	"0"	"0"	"0"	"0"	"203"	"203"	"33"	"14"	"0"	"250"	"250"	"1"	"0"
"2776"	"3"	"1"	"8"	"2"	"400"	"11"	"23"	"12"	"16"	"12"	"2"	"1"	"27"	"1"	"4"	"2"	"3"	"9"	"11"	"4"	"1"	"3"	"6"	"1"	"4"	"23"	"1"	"14"	"16"	"1"	"4"	"0"	"0"	"0"	"0"	"212"	"212"	"29"	"10"	"0"	"251"	"251"	"1"	"0"
"2777"	"3"	"1"	"8"	"2"	"400"	"10"	"15"	"11"	"21"	"8"	"1"	"4"	"37"	"1"	"5"	"4"	"3"	"11"	"16"	"0"	"1"	"3"	"7"	"1"	"5"	"46"	"3"	"10"	"10"	"3"	"5"	"0"	"0"	"0"	"0"	"241"	"241"	"25"	"8"	"0"	"274"	"274"	"1"	"0"
"2778"	"3"	"1"	"8"	"2"	"400"	"9"	"23"	"11"	"22"	"7"	"3"	"6"	"19"	"0"	"3"	"3"	"5"	"12"	"9"	"2"	"1"	"3"	"12"	"1"	"4"	"39"	"1"	"12"	"6"	"1"	"4"	"0"	"0"	"0"	"0"	"218"	"218"	"30"	"8"	"0"	"256"	"256"	"1"	"0"
"2779"	"3"	"1"	"8"	"2"	"400"	"11"	"29"	"16"	"7"	"9"	"0"	"3"	"19"	"2"	"1"	"1"	"1"	"7"	"16"	"3"	"5"	"0"	"4"	"2"	"5"	"26"	"3"	"23"	"7"	"0"	"6"	"0"	"0"	"0"	"0"	"206"	"206"	"21"	"2"	"0"	"229"	"229"	"1"	"0"
"2780"	"3"	"1"	"8"	"2"	"400"	"12"	"24"	"16"	"12"	"11"	"3"	"4"	"21"	"1"	"1"	"1"	"1"	"5"	"16"	"4"	"0"	"1"	"3"	"4"	"12"	"34"	"3"	"12"	"12"	"1"	"8"	"0"	"0"	"0"	"0"	"222"	"222"	"15"	"2"	"2"	"239"	"239"	"1"	"0"
"2781"	"3"	"1"	"8"	"2"	"400"	"13"	"23"	"10"	"10"	"6"	"2"	"3"	"24"	"0"	"2"	"2"	"3"	"11"	"19"	"4"	"1"	"4"	"6"	"3"	"6"	"38"	"3"	"8"	"7"	"3"	"6"	"0"	"0"	"0"	"0"	"217"	"217"	"27"	"6"	"1"	"251"	"250"	"0"	"0"
"2782"	"3"	"1"	"8"	"2"	"400"	"8"	"20"	"15"	"11"	"6"	"3"	"3"	"16"	"1"	"3"	"1"	"4"	"11"	"18"	"1"	"3"	"1"	"11"	"4"	"2"	"32"	"2"	"10"	"4"	"1"	"4"	"0"	"0"	"0"	"0"	"195"	"195"	"28"	"11"	"0"	"234"	"234"	"1"	"0"
"2783"	"3"	"1"	"8"	"2"	"400"	"11"	"15"	"11"	"14"	"7"	"0"	"2"	"33"	"0"	"6"	"8"	"7"	"16"	"21"	"2"	"1"	"2"	"5"	"3"	"7"	"36"	"3"	"9"	"7"	"3"	"5"	"0"	"0"	"0"	"0"	"234"	"234"	"30"	"11"	"0"	"275"	"275"	"1"	"0"
"2784"	"3"	"1"	"8"	"2"	"400"	"12"	"21"	"13"	"14"	"5"	"3"	"2"	"28"	"0"	"4"	"5"	"6"	"11"	"13"	"2"	"4"	"5"	"9"	"2"	"6"	"36"	"1"	"6"	"11"	"1"	"2"	"0"	"0"	"0"	"0"	"222"	"222"	"21"	"8"	"0"	"251"	"251"	"1"	"0"
"2785"	"3"	"1"	"8"	"2"	"400"	"8"	"20"	"8"	"15"	"4"	"1"	"2"	"26"	"2"	"2"	"0"	"0"	"6"	"1"	"2"	"1"	"3"	"10"	"3"	"4"	"40"	"1"	"8"	"11"	"1"	"6"	"0"	"0"	"0"	"0"	"191"	"185"	"28"	"5"	"0"	"224"	"218"	"0"	"0"
"2786"	"3"	"1"	"8"	"2"	"400"	"14"	"21"	"11"	"15"	"5"	"7"	"0"	"27"	"1"	"1"	"2"	"6"	"12"	"15"	"3"	"0"	"5"	"7"	"0"	"7"	"43"	"0"	"10"	"11"	"4"	"9"	"0"	"0"	"0"	"0"	"236"	"236"	"18"	"5"	"0"	"259"	"259"	"1"	"0"
"2787"	"3"	"1"	"8"	"2"	"400"	"5"	"23"	"11"	"23"	"11"	"2"	"5"	"23"	"4"	"2"	"2"	"3"	"5"	"12"	"1"	"2"	"3"	"1"	"3"	"4"	"31"	"3"	"14"	"9"	"0"	"7"	"0"	"0"	"0"	"0"	"209"	"209"	"22"	"6"	"0"	"237"	"237"	"1"	"0"
"2788"	"3"	"1"	"8"	"2"	"400"	"13"	"24"	"12"	"11"	"9"	"4"	"4"	"20"	"0"	"6"	"1"	"6"	"5"	"6"	"6"	"1"	"1"	"7"	"1"	"3"	"38"	"2"	"6"	"9"	"2"	"2"	"0"	"0"	"0"	"0"	"199"	"199"	"27"	"3"	"0"	"229"	"229"	"1"	"0"
"2789"	"3"	"1"	"8"	"2"	"293"	"6"	"21"	"14"	"5"	"10"	"1"	"2"	"13"	"0"	"0"	"1"	"2"	"3"	"14"	"1"	"0"	"0"	"4"	"0"	"8"	"22"	"3"	"12"	"7"	"1"	"6"	"0"	"0"	"0"	"0"	"156"	"156"	"19"	"3"	"0"	"178"	"178"	"1"	"0"
"2790"	"3"	"1"	"8"	"2"	"295"	"4"	"22"	"12"	"3"	"4"	"2"	"1"	"16"	"1"	"0"	"1"	"8"	"6"	"8"	"1"	"1"	"0"	"7"	"1"	"3"	"21"	"1"	"12"	"5"	"1"	"3"	"0"	"0"	"0"	"0"	"144"	"144"	"14"	"6"	"0"	"164"	"164"	"1"	"0"
"2791"	"3"	"1"	"8"	"2"	"400"	"21"	"14"	"12"	"2"	"19"	"9"	"3"	"31"	"0"	"1"	"3"	"14"	"24"	"56"	"5"	"0"	"4"	"3"	"2"	"6"	"8"	"6"	"15"	"11"	"2"	"7"	"0"	"0"	"0"	"0"	"278"	"278"	"36"	"0"	"0"	"314"	"314"	"1"	"0"
"2792"	"3"	"1"	"8"	"2"	"400"	"15"	"16"	"14"	"3"	"13"	"11"	"0"	"32"	"2"	"3"	"1"	"8"	"17"	"70"	"1"	"2"	"3"	"5"	"3"	"6"	"7"	"3"	"16"	"10"	"4"	"3"	"0"	"0"	"0"	"0"	"268"	"268"	"39"	"2"	"0"	"309"	"309"	"1"	"0"
"2793"	"3"	"1"	"8"	"2"	"400"	"17"	"23"	"15"	"7"	"25"	"3"	"2"	"27"	"1"	"2"	"2"	"17"	"9"	"62"	"3"	"1"	"2"	"4"	"2"	"10"	"5"	"3"	"15"	"13"	"4"	"7"	"0"	"0"	"0"	"0"	"281"	"281"	"30"	"2"	"0"	"313"	"313"	"1"	"0"
"2794"	"3"	"1"	"8"	"2"	"400"	"19"	"17"	"11"	"1"	"7"	"4"	"2"	"12"	"0"	"3"	"0"	"4"	"11"	"20"	"2"	"0"	"3"	"1"	"2"	"4"	"11"	"2"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"146"	"146"	"147"	"7"	"0"	"300"	"300"	"1"	"0"
"2795"	"3"	"1"	"8"	"2"	"400"	"14"	"16"	"23"	"2"	"18"	"7"	"10"	"23"	"2"	"5"	"5"	"10"	"18"	"50"	"3"	"0"	"1"	"5"	"3"	"3"	"7"	"2"	"25"	"14"	"0"	"6"	"0"	"0"	"0"	"0"	"272"	"272"	"37"	"3"	"0"	"312"	"312"	"1"	"0"
"2796"	"3"	"1"	"8"	"2"	"400"	"18"	"19"	"17"	"1"	"10"	"5"	"6"	"29"	"2"	"3"	"5"	"11"	"19"	"55"	"4"	"5"	"4"	"2"	"5"	"1"	"11"	"0"	"12"	"11"	"1"	"3"	"0"	"0"	"0"	"0"	"259"	"259"	"35"	"7"	"0"	"301"	"301"	"1"	"0"
"2797"	"3"	"1"	"8"	"2"	"400"	"17"	"17"	"11"	"3"	"22"	"9"	"2"	"22"	"2"	"2"	"3"	"15"	"12"	"58"	"3"	"1"	"4"	"5"	"2"	"5"	"8"	"0"	"20"	"11"	"3"	"3"	"0"	"0"	"0"	"0"	"260"	"260"	"42"	"0"	"0"	"302"	"302"	"1"	"0"
"2798"	"3"	"1"	"8"	"2"	"400"	"19"	"20"	"23"	"4"	"18"	"11"	"8"	"27"	"1"	"5"	"3"	"10"	"9"	"56"	"2"	"0"	"6"	"2"	"1"	"8"	"10"	"4"	"20"	"9"	"1"	"5"	"0"	"0"	"0"	"0"	"282"	"282"	"25"	"4"	"3"	"311"	"311"	"1"	"0"
"2799"	"3"	"1"	"8"	"2"	"400"	"16"	"22"	"18"	"7"	"12"	"3"	"2"	"32"	"1"	"0"	"7"	"7"	"16"	"39"	"2"	"0"	"2"	"2"	"3"	"5"	"10"	"2"	"16"	"13"	"2"	"6"	"0"	"0"	"0"	"0"	"245"	"245"	"41"	"1"	"0"	"287"	"287"	"1"	"0"
"2800"	"3"	"1"	"8"	"2"	"307"	"8"	"23"	"12"	"5"	"8"	"6"	"3"	"26"	"0"	"1"	"3"	"6"	"12"	"25"	"4"	"1"	"4"	"3"	"1"	"4"	"4"	"0"	"14"	"5"	"2"	"7"	"0"	"0"	"0"	"0"	"187"	"187"	"20"	"6"	"0"	"213"	"213"	"1"	"0"
"2801"	"3"	"1"	"8"	"2"	"307"	"7"	"23"	"24"	"3"	"6"	"4"	"7"	"15"	"0"	"1"	"3"	"3"	"15"	"27"	"1"	"1"	"4"	"7"	"2"	"0"	"10"	"0"	"16"	"7"	"0"	"6"	"0"	"0"	"0"	"0"	"192"	"192"	"25"	"2"	"0"	"219"	"219"	"1"	"0"
"2802"	"3"	"1"	"8"	"1"	"400"	"8"	"22"	"14"	"17"	"11"	"3"	"3"	"21"	"1"	"5"	"2"	"2"	"2"	"9"	"6"	"3"	"5"	"17"	"0"	"5"	"18"	"1"	"3"	"13"	"3"	"6"	"0"	"0"	"0"	"0"	"200"	"200"	"31"	"8"	"0"	"239"	"239"	"1"	"0"
"2803"	"3"	"1"	"8"	"1"	"400"	"9"	"18"	"18"	"14"	"5"	"3"	"5"	"26"	"1"	"8"	"3"	"2"	"11"	"11"	"3"	"1"	"5"	"15"	"0"	"2"	"31"	"2"	"9"	"8"	"0"	"6"	"0"	"0"	"0"	"0"	"216"	"216"	"31"	"5"	"1"	"252"	"252"	"1"	"0"
"2804"	"3"	"1"	"8"	"1"	"399"	"7"	"13"	"14"	"15"	"14"	"3"	"6"	"20"	"0"	"1"	"3"	"1"	"6"	"8"	"6"	"2"	"8"	"21"	"1"	"4"	"31"	"0"	"5"	"9"	"2"	"5"	"0"	"0"	"0"	"0"	"205"	"205"	"16"	"13"	"0"	"234"	"234"	"1"	"0"
"2805"	"3"	"1"	"8"	"1"	"400"	"11"	"15"	"6"	"15"	"13"	"2"	"5"	"17"	"0"	"4"	"4"	"1"	"5"	"10"	"3"	"2"	"10"	"15"	"1"	"5"	"4"	"1"	"5"	"10"	"3"	"2"	"10"	"15"	"1"	"5"	"191"	"191"	"20"	"16"	"0"	"227"	"227"	"1"	"0"
"2806"	"3"	"1"	"8"	"1"	"400"	"6"	"24"	"19"	"20"	"9"	"1"	"3"	"28"	"2"	"5"	"7"	"2"	"5"	"15"	"0"	"2"	"12"	"14"	"2"	"2"	"7"	"2"	"5"	"15"	"0"	"2"	"12"	"14"	"2"	"2"	"230"	"230"	"15"	"5"	"0"	"250"	"250"	"1"	"0"
"2807"	"3"	"1"	"8"	"1"	"400"	"10"	"19"	"9"	"21"	"8"	"2"	"4"	"21"	"2"	"5"	"3"	"4"	"12"	"6"	"4"	"0"	"16"	"19"	"1"	"5"	"19"	"1"	"6"	"13"	"0"	"3"	"0"	"0"	"0"	"0"	"213"	"213"	"22"	"5"	"0"	"240"	"240"	"1"	"0"
"2808"	"3"	"1"	"8"	"1"	"400"	"13"	"20"	"11"	"14"	"5"	"5"	"6"	"19"	"0"	"2"	"10"	"0"	"3"	"6"	"4"	"1"	"10"	"22"	"3"	"6"	"19"	"1"	"2"	"9"	"0"	"6"	"0"	"0"	"0"	"0"	"197"	"197"	"15"	"15"	"0"	"227"	"227"	"1"	"0"
"2809"	"3"	"1"	"8"	"1"	"400"	"11"	"24"	"7"	"25"	"6"	"1"	"3"	"27"	"0"	"4"	"4"	"2"	"5"	"9"	"6"	"4"	"10"	"22"	"1"	"7"	"24"	"0"	"6"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"212"	"214"	"13"	"9"	"0"	"234"	"236"	"0"	"0"
"2810"	"3"	"1"	"8"	"1"	"400"	"5"	"21"	"4"	"14"	"6"	"2"	"3"	"27"	"0"	"1"	"4"	"1"	"3"	"3"	"9"	"2"	"9"	"25"	"3"	"1"	"4"	"1"	"3"	"3"	"9"	"2"	"9"	"25"	"3"	"1"	"190"	"190"	"21"	"5"	"0"	"216"	"216"	"1"	"0"
"2811"	"3"	"1"	"8"	"1"	"391"	"9"	"21"	"11"	"19"	"6"	"3"	"3"	"35"	"0"	"0"	"1"	"1"	"3"	"3"	"5"	"4"	"5"	"10"	"2"	"0"	"34"	"1"	"9"	"7"	"1"	"1"	"0"	"0"	"0"	"0"	"194"	"194"	"11"	"12"	"0"	"216"	"217"	"0"	"0"
"2812"	"3"	"1"	"8"	"1"	"400"	"9"	"19"	"10"	"18"	"9"	"2"	"1"	"19"	"0"	"3"	"0"	"0"	"3"	"6"	"11"	"2"	"2"	"12"	"1"	"1"	"22"	"1"	"6"	"8"	"2"	"4"	"0"	"0"	"0"	"0"	"171"	"171"	"15"	"7"	"0"	"193"	"193"	"1"	"0"
"2813"	"3"	"1"	"8"	"1"	"241"	"3"	"19"	"11"	"5"	"5"	"4"	"2"	"12"	"1"	"3"	"7"	"0"	"2"	"10"	"0"	"4"	"4"	"11"	"1"	"4"	"21"	"1"	"8"	"1"	"1"	"5"	"0"	"0"	"0"	"0"	"145"	"145"	"5"	"6"	"0"	"156"	"156"	"1"	"0"
"2814"	"3"	"1"	"8"	"1"	"240"	"8"	"14"	"4"	"4"	"4"	"4"	"2"	"10"	"1"	"1"	"1"	"0"	"3"	"9"	"3"	"1"	"3"	"9"	"1"	"1"	"1"	"0"	"3"	"9"	"3"	"1"	"3"	"9"	"1"	"1"	"107"	"107"	"10"	"8"	"0"	"125"	"125"	"1"	"0"
"2815"	"3"	"1"	"8"	"1"	"400"	"9"	"24"	"23"	"13"	"11"	"4"	"4"	"22"	"1"	"1"	"2"	"6"	"8"	"18"	"3"	"2"	"3"	"9"	"2"	"6"	"25"	"1"	"8"	"7"	"4"	"4"	"0"	"0"	"0"	"0"	"220"	"220"	"31"	"7"	"0"	"258"	"258"	"1"	"0"
"2816"	"3"	"1"	"8"	"2"	"400"	"18"	"12"	"17"	"14"	"11"	"3"	"4"	"14"	"1"	"2"	"2"	"5"	"13"	"24"	"5"	"1"	"0"	"13"	"3"	"8"	"21"	"1"	"10"	"11"	"2"	"8"	"0"	"0"	"0"	"0"	"223"	"223"	"30"	"13"	"1"	"266"	"266"	"1"	"0"
"2817"	"3"	"1"	"8"	"2"	"400"	"3"	"3"	"24"	"11"	"11"	"5"	"3"	"10"	"0"	"2"	"3"	"4"	"8"	"28"	"2"	"1"	"28"	"10"	"3"	"7"	"20"	"3"	"13"	"5"	"7"	"4"	"0"	"0"	"0"	"0"	"218"	"218"	"30"	"26"	"0"	"269"	"274"	"0"	"0"
"2818"	"3"	"1"	"8"	"2"	"400"	"8"	"18"	"20"	"9"	"10"	"1"	"0"	"32"	"3"	"0"	"0"	"5"	"15"	"28"	"0"	"1"	"2"	"13"	"2"	"12"	"30"	"1"	"8"	"5"	"4"	"9"	"0"	"0"	"0"	"0"	"236"	"236"	"18"	"6"	"0"	"260"	"260"	"1"	"0"
"2819"	"3"	"1"	"8"	"1"	"400"	"10"	"19"	"9"	"13"	"10"	"1"	"4"	"22"	"2"	"1"	"1"	"5"	"11"	"23"	"3"	"2"	"2"	"8"	"3"	"11"	"1"	"5"	"11"	"23"	"3"	"2"	"2"	"8"	"3"	"11"	"230"	"230"	"28"	"142"	"0"	"400"	"400"	"1"	"0"
"2820"	"3"	"1"	"8"	"2"	"399"	"14"	"14"	"22"	"14"	"12"	"7"	"2"	"17"	"0"	"2"	"2"	"5"	"23"	"20"	"0"	"2"	"3"	"6"	"2"	"3"	"21"	"2"	"8"	"18"	"1"	"8"	"0"	"0"	"0"	"0"	"228"	"228"	"13"	"14"	"0"	"255"	"255"	"1"	"0"
"2821"	"3"	"1"	"8"	"2"	"400"	"10"	"23"	"22"	"11"	"11"	"3"	"1"	"21"	"2"	"2"	"3"	"2"	"3"	"20"	"1"	"1"	"1"	"7"	"4"	"6"	"24"	"4"	"20"	"6"	"1"	"12"	"0"	"0"	"0"	"0"	"221"	"221"	"20"	"4"	"0"	"245"	"245"	"1"	"0"
"2822"	"3"	"1"	"8"	"1"	"400"	"13"	"21"	"24"	"11"	"13"	"2"	"1"	"19"	"2"	"0"	"3"	"3"	"11"	"28"	"0"	"2"	"1"	"8"	"2"	"6"	"22"	"3"	"15"	"8"	"0"	"6"	"0"	"0"	"0"	"0"	"224"	"224"	"18"	"7"	"0"	"249"	"249"	"1"	"0"
"2823"	"3"	"1"	"8"	"2"	"400"	"8"	"22"	"20"	"5"	"10"	"2"	"1"	"26"	"3"	"5"	"0"	"1"	"26"	"18"	"2"	"2"	"4"	"7"	"4"	"7"	"26"	"1"	"11"	"13"	"6"	"6"	"0"	"0"	"0"	"0"	"236"	"236"	"19"	"6"	"0"	"261"	"261"	"1"	"0"
"2824"	"3"	"1"	"8"	"1"	"400"	"10"	"16"	"20"	"9"	"7"	"6"	"3"	"28"	"2"	"1"	"3"	"6"	"7"	"30"	"6"	"1"	"1"	"7"	"2"	"3"	"3"	"6"	"7"	"30"	"6"	"1"	"1"	"7"	"2"	"3"	"214"	"214"	"20"	"14"	"0"	"248"	"248"	"1"	"0"
"2825"	"3"	"1"	"8"	"1"	"410"	"16"	"16"	"17"	"18"	"9"	"6"	"2"	"25"	"2"	"2"	"3"	"5"	"12"	"28"	"2"	"2"	"1"	"5"	"5"	"6"	"3"	"5"	"12"	"28"	"2"	"2"	"1"	"5"	"5"	"6"	"211"	"221"	"23"	"7"	"4"	"245"	"251"	"0"	"0"
"2826"	"3"	"1"	"8"	"2"	"400"	"12"	"20"	"22"	"16"	"9"	"0"	"1"	"22"	"0"	"5"	"1"	"4"	"11"	"31"	"4"	"2"	"1"	"8"	"8"	"10"	"24"	"1"	"11"	"6"	"1"	"13"	"0"	"0"	"0"	"0"	"243"	"243"	"19"	"13"	"0"	"275"	"275"	"1"	"0"
"2827"	"3"	"1"	"8"	"1"	"400"	"17"	"15"	"21"	"11"	"9"	"6"	"1"	"25"	"3"	"2"	"3"	"9"	"8"	"23"	"4"	"2"	"2"	"8"	"3"	"12"	"25"	"5"	"16"	"10"	"4"	"4"	"0"	"0"	"0"	"0"	"248"	"248"	"22"	"130"	"0"	"400"	"400"	"1"	"0"
"2828"	"3"	"1"	"8"	"1"	"400"	"13"	"18"	"12"	"7"	"11"	"6"	"1"	"26"	"1"	"0"	"4"	"7"	"10"	"33"	"2"	"1"	"5"	"6"	"0"	"5"	"1"	"0"	"11"	"10"	"4"	"7"	"0"	"0"	"0"	"0"	"221"	"201"	"27"	"18"	"0"	"266"	"246"	"0"	"0"
"2829"	"3"	"1"	"8"	"1"	"400"	"14"	"17"	"15"	"19"	"10"	"4"	"2"	"24"	"0"	"4"	"3"	"4"	"16"	"14"	"1"	"1"	"2"	"11"	"3"	"3"	"17"	"0"	"12"	"10"	"1"	"5"	"0"	"0"	"0"	"0"	"212"	"212"	"28"	"9"	"0"	"249"	"249"	"1"	"0"
"2830"	"3"	"1"	"8"	"2"	"400"	"12"	"14"	"16"	"18"	"18"	"6"	"4"	"20"	"1"	"9"	"3"	"4"	"8"	"13"	"1"	"0"	"0"	"2"	"0"	"9"	"36"	"2"	"12"	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"220"	"220"	"18"	"7"	"0"	"245"	"245"	"1"	"0"
"2831"	"3"	"1"	"8"	"2"	"400"	"11"	"21"	"15"	"18"	"8"	"5"	"3"	"24"	"2"	"5"	"2"	"4"	"9"	"21"	"3"	"2"	"0"	"12"	"2"	"8"	"25"	"2"	"20"	"3"	"2"	"12"	"0"	"0"	"0"	"0"	"239"	"239"	"18"	"5"	"0"	"262"	"262"	"1"	"0"
"2832"	"3"	"1"	"8"	"2"	"400"	"10"	"13"	"19"	"10"	"13"	"6"	"2"	"16"	"3"	"1"	"2"	"4"	"4"	"19"	"2"	"1"	"3"	"5"	"2"	"9"	"25"	"6"	"10"	"10"	"1"	"9"	"0"	"0"	"0"	"0"	"205"	"205"	"7"	"11"	"7"	"223"	"223"	"1"	"0"
"2833"	"3"	"1"	"8"	"2"	"400"	"13"	"17"	"12"	"9"	"16"	"3"	"7"	"12"	"0"	"1"	"2"	"2"	"5"	"22"	"4"	"2"	"1"	"6"	"1"	"4"	"25"	"6"	"2"	"5"	"5"	"5"	"0"	"0"	"0"	"0"	"187"	"187"	"26"	"5"	"0"	"218"	"218"	"1"	"0"
"2834"	"3"	"1"	"8"	"2"	"400"	"6"	"29"	"7"	"15"	"12"	"3"	"2"	"20"	"1"	"3"	"2"	"3"	"10"	"4"	"1"	"0"	"0"	"5"	"3"	"13"	"27"	"3"	"5"	"12"	"1"	"3"	"0"	"0"	"0"	"0"	"190"	"190"	"24"	"7"	"0"	"221"	"221"	"1"	"0"
"2835"	"3"	"1"	"8"	"2"	"0"	"12"	"16"	"15"	"11"	"17"	"3"	"0"	"8"	"2"	"0"	"2"	"4"	"10"	"8"	"1"	"1"	"2"	"8"	"0"	"0"	"17"	"0"	"8"	"6"	"2"	"5"	"0"	"0"	"0"	"0"	"158"	"158"	"28"	"3"	"0"	"189"	"189"	"1"	"0"
"2836"	"3"	"1"	"8"	"2"	"0"	"4"	"14"	"14"	"5"	"10"	"5"	"1"	"19"	"0"	"0"	"1"	"5"	"9"	"23"	"2"	"0"	"2"	"9"	"2"	"4"	"13"	"2"	"21"	"6"	"0"	"3"	"0"	"0"	"0"	"0"	"174"	"174"	"11"	"2"	"0"	"187"	"187"	"1"	"0"
"2837"	"3"	"1"	"8"	"2"	"0"	"3"	"18"	"15"	"3"	"3"	"1"	"1"	"10"	"1"	"0"	"2"	"0"	"8"	"12"	"2"	"0"	"0"	"7"	"2"	"6"	"11"	"4"	"0"	"3"	"2"	"9"	"0"	"0"	"0"	"0"	"149"	"123"	"13"	"2"	"0"	"0"	"138"	"0"	"0"
"2838"	"3"	"1"	"8"	"1"	"0"	"5"	"22"	"14"	"2"	"7"	"2"	"2"	"10"	"0"	"2"	"0"	"1"	"5"	"11"	"3"	"0"	"2"	"6"	"0"	"3"	"0"	"1"	"5"	"11"	"3"	"0"	"2"	"6"	"0"	"3"	"123"	"123"	"1"	"1"	"0"	"131"	"125"	"0"	"0"
"2839"	"3"	"1"	"8"	"2"	"263"	"16"	"23"	"10"	"12"	"10"	"4"	"0"	"21"	"1"	"3"	"6"	"6"	"10"	"27"	"5"	"0"	"3"	"9"	"4"	"5"	"17"	"0"	"15"	"4"	"2"	"11"	"0"	"0"	"0"	"0"	"224"	"224"	"30"	"9"	"0"	"263"	"263"	"1"	"0"
"2840"	"3"	"1"	"8"	"2"	"400"	"10"	"18"	"19"	"4"	"15"	"2"	"3"	"18"	"0"	"5"	"1"	"5"	"11"	"24"	"4"	"1"	"3"	"7"	"1"	"10"	"23"	"1"	"14"	"8"	"2"	"9"	"0"	"0"	"0"	"0"	"218"	"218"	"27"	"10"	"0"	"255"	"255"	"1"	"0"
"2841"	"3"	"1"	"8"	"2"	"400"	"13"	"15"	"12"	"11"	"10"	"4"	"5"	"20"	"0"	"3"	"3"	"2"	"12"	"28"	"5"	"1"	"2"	"7"	"9"	"8"	"16"	"3"	"17"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"216"	"36"	"6"	"0"	"250"	"258"	"0"	"0"
"2842"	"3"	"1"	"8"	"2"	"396"	"20"	"17"	"14"	"7"	"12"	"3"	"3"	"24"	"4"	"2"	"3"	"4"	"14"	"25"	"4"	"3"	"0"	"7"	"4"	"5"	"20"	"3"	"9"	"8"	"3"	"13"	"0"	"0"	"0"	"0"	"231"	"231"	"24"	"9"	"33"	"264"	"264"	"1"	"0"
"2843"	"3"	"1"	"8"	"2"	"400"	"18"	"24"	"11"	"12"	"17"	"7"	"2"	"21"	"2"	"0"	"1"	"3"	"12"	"31"	"5"	"2"	"5"	"2"	"11"	"2"	"15"	"5"	"14"	"7"	"2"	"9"	"0"	"0"	"0"	"0"	"240"	"240"	"26"	"11"	"0"	"277"	"277"	"1"	"0"
"2844"	"3"	"1"	"8"	"2"	"400"	"15"	"22"	"10"	"15"	"14"	"3"	"2"	"27"	"2"	"3"	"4"	"1"	"16"	"30"	"3"	"2"	"0"	"2"	"1"	"8"	"21"	"3"	"20"	"7"	"1"	"4"	"0"	"0"	"0"	"0"	"236"	"236"	"25"	"1"	"0"	"262"	"262"	"1"	"0"
